I'll pay.	僕のおごりですよ。
I'll pay.	僕が払っとこう。
I'll pay.	私のおごりだ。
I'll pay.	私が払います。
I'll pay.	私が払いましょう。
I'll try.	頑張ってみる。
I'll try.	トライします。
I'll try.	やってみる。
I'm busy.	僕は忙しい。
I'm busy.	私は忙しい。
I'm busy.	忙しいです。
I'm cool.	俺はクールだ。
I'm cool.	俺はいかしてる。
I'm fair.	私は公平だ。
I'm fine.	私は大丈夫です。
I'm fine.	私は元気です。
I'm free.	私は暇だ。
I'm free.	暇ですよ。
I'm free.	私は自由の身だ。
I'm free.	手は空いていますよ。
I'm free.	時間はあります。
I'm full.	もう満腹です。
I'm full.	お腹がいっぱいです。
I'm lost.	道に迷ってしまった。
I'm poor.	私は貧乏です。
I'm sick.	病気です。
I'm tall.	私は背が高い。
I'm well.	大丈夫ですよ。
I'm well.	私は大丈夫です。
I'm well.	私は元気です。
It's Tom.	トムだ。
It's new.	それは新しいです。
Keep out.	立ち入りを禁ず。
Leave it.	放っておけ。
Leave it.	放っておきなさいよ。
Leave it.	やめておけ。
Let's go!	行くよ。
Let's go!	さあ、行くぞ。
Look out!	危ない！
Marry me.	私と結婚して。
Speak up!	はっきり言いなさい。
Stand up!	立ちなさい。
Stand up!	起立！
Stand up.	立ちなさい。
Stand up.	起立！
Tell Tom.	トムに教えて。
Tell Tom.	トムに伝えて。
Terrific!	すごいぞ！
Terrific!	素晴らしい！
They won.	彼らは勝った。
Tom came.	トムが来た。
Tom died.	トムは死んだ。
Tom fell.	トムは落ちた。
Tom knew.	トムは知った。
Tom left.	トムはさった。
Tom lied.	トムは嘘をついた。
Tom lies.	トムは嘘をつく。
Tom lost.	トムが負けた。
Tom paid.	トムは払った。
Tom quit.	トムはやめた。
Tom swam.	トムは泳いだ。
Tom wept.	トムは涙を流した。
Tom wept.	トムは泣きました。
Tom wept.	トムは泣いた。
Too late.	遅すぎる。
Trust me.	信じてくれよ。
Trust me.	信用してください。
Try hard.	精一杯やってみなさい。
Use this.	これ使って。
Warn Tom.	トムに警告します。
Warn Tom.	トムに警告する。
Warn Tom.	トムに警告してください。
Warn Tom.	トムに警告しなさい。
We agree.	意見が一致している。
What for?	何のために？
What for?	何に使うの？
Who came?	誰が来た？
Who came?	誰が来ましたか？
Who died?	誰が死んだの？
Who quit?	誰がやめるの？
After you.	お先にどうぞ。
Birds fly.	鳥は飛ぶ。
Call home!	家に電話して！
Calm down!	落ち着いて。
Calm down!	落ちついて。
Calm down!	落ち着けよ！
Calm down!	落ち着け！
Calm down!	落ち着いて！
Calm down.	落ち着けよ。
Calm down.	落ち着いて。
Calm down.	落ちつけよ。
Calm down.	落ちつきな。
Calm down.	落ちついて。
Calm down.	頭を冷やせよ。
Calm down.	頭を冷やせ。
Calm down.	落ち着け！
Calm down.	落ち着いて！
Catch him.	彼を捕まえて。
Catch him.	彼を捕まえろ。
Chill out.	落ち着いて。
Come back.	戻っておいで。
Come here.	ちょっと来て。
Come here.	こちらに来なさい。
Come here.	こっちへ来なさい!
Come here.	ここへ来なさい！
Come here.	こっちに来て。
Come here.	こっちに来いよ。
Come here.	こっちへおいで。
Come here.	こっちおいで。
Come home.	家に来て。
Come home.	家に来いよ。
Come home.	帰ってきなさい。
Come home.	帰ってこい。
Come home.	家に戻ってきなさい。
Come over!	私の家に来て下さい。
Come over!	家においでよ。
Come over!	遊びに来いよ！
Come over!	家に来てよ！
Come soon.	すぐ来て。
Cool down.	落ち着いて。
Cool down.	頭を冷やせ。
Did I win?	勝った？
Dogs bark.	犬が吠える。
Don't ask.	聞かないでくれ。
Don't cry.	泣かないで。
Don't die.	死なないで。
Don't lie.	嘘をつくな。
Excuse me.	失礼しました。
Excuse me.	あのー、失礼ですが。
Excuse me.	すみません。
Excuse me?	もう一度お願いします。
Fantastic!	すごいぞ！
Fantastic!	お見事！
Fantastic!	素晴らしい！
Follow me.	私についてきて。
Follow me.	ついてきて。
Forget it.	忘れて。
Get going.	さあ行った、行った。
Go to bed.	もう寝なさい。
Good luck.	元気でね。
Good luck.	頑張れよ。
Hands off.	触るな！
He is old.	彼は年を取っている。
He's a DJ.	彼はＤＪです。
He's lazy.	彼は尻が重い。
How awful!	ああ恐い！
How is it?	景気はどうですか？
Humor Tom.	トムの機嫌をとれ。
I am busy.	忙しいです。
I am calm.	私は落ち着いています。
I am full.	お腹いっぱいだ。
I am sure.	確かだよ。
I am sure.	そのことを確信している。
I am tall.	私は背が高い。
I can run.	私は走ることができる。
I can ski.	私はスキーの仕方を知っています。
I fainted.	私は気を失いました。
I give in.	私の負けだ。
I give up.	降参します。
I give up.	お手上げだ。
I got mad.	私は怒ったんだ。
I had fun.	楽しかった。
I have it.	持っています。
I hit Tom.	トムを叩いた。
I hope so.	そうだといいけど。
I hope so.	私もそう願います。
I laughed.	私は笑ってしまった。
I mean it!	本気だよ。
I mean it.	本気で言ってるんです。
I met him.	私は彼に会った。
I must go.	行かなくちゃ。
I promise.	約束するよ。
I relaxed.	僕はリラックスした。
I said no.	ダメだって言ったでしょ。
I said no.	違うってば。
I said so.	そう言っておいたはずだ。
I saw him.	私は彼に会った。
I saw him.	彼を見た。
I see Tom.	トムが見える。
I want it.	これが欲しい。
I was mad.	私は怒り狂っていたんだ。
I will go.	行くよ。
I will go.	私が行きます。
I'd agree.	私は同意するだろう。
I'll help.	お手伝いしますよ。
I'll help.	私は手伝うよ。
I'll help.	手伝うよ。
I'm a boy.	僕、男だよ。
I'm a cop.	私は警官だ。
I'm alone.	一人だ。
I'm alone.	私は一人だ。
I'm awake.	起きてるよ。
I'm bored.	退屈しちゃったよ。
I'm brave.	私は勇敢だ。
I'm broke.	文無しなんだ。
I'm broke.	金欠なんだ。
I'm clean.	私は潔白だ。
I'm clean.	私は清潔だ。
I'm dizzy.	くらくらする。
I'm dizzy.	酔った。
I'm drunk.	酔った。
I'm dying.	もう死にそう。
I'm early.	早かった。
I'm first.	私が一番。
I'm fussy.	私は几帳面なんだ。
I'm fussy.	私は細かいんだ。
I'm happy.	私は幸福です。
I'm happy.	私は幸せだ。
I'm happy.	私は幸せです。
I'm lucky.	私はついている。
I'm ready.	準備ができました。
I'm smart.	俺って、頭いい！
I'm smart.	私って冴えてる！
I'm sober.	私は酔っていない。
I'm sorry.	悪かった。
I'm sorry.	どうも失礼。
I'm sorry.	御免なさい。
I'm sorry.	すみません。
I'm tired.	疲れているんだ。
I'm tired.	疲れました。
I'm tired.	疲れたよ。
I'm tired.	疲れたなあ。
I'm tired.	私は疲れた。
I'm young.	僕は若い。
Is he Tom?	彼はトムですか？
Is it far?	そこって遠いですか？
It stinks.	超臭いよ。
It worked.	動いた！
It worked.	うまく行った！
It's 3:30.	３時半です。
It's 7:45.	７時４５分です。
It's 9:15.	９時１５分です。
It's cold.	寒い。
It's cold.	寒っ！
It's cool.	カッコいい！
It's easy.	楽勝だよ。
It's free.	無料です。
It's free.	それは無料です。
It's late.	もう遅いわよ。
It's mine.	それ、私の。
It's mine.	それ、私のです。
It's okay.	大丈夫、大丈夫。
It's work.	それが仕事です。
Jump down.	飛び降りろ！
Keep away.	離れてて。
Keep back.	下がってて。
Keep warm.	あったかくしてなさい。
Let me go!	私に行かせてください。
Let me in.	中に入れてよ。
Let me in.	中に入れて。
Let me in.	私も参加させてください。
Let me in.	私も入れてください。
Let me in.	中に入れてください。
Let's try.	やってみようよ。
Listen up.	よく聞きなさい。
Look back!	後ろを見ろ。
May I eat?	食べてもいいですか？
Of course!	もちろんだよ！
Of course!	もちろん！
Of course!	もちろん。
Of course.	もちろんだよ！
Of course.	もちろんさ。
Of course.	もちろん！
Of course.	もちろん。
Open fire!	撃て！
Pardon me?	もう一度お願いします。
Pipe down!	静かに！
Pipe down!	静かにしなさい。
Pipe down.	静かに！
Pipe down.	静かにしなさい。
Read this.	これを読みなさい。
Read this.	これを読んで。
Say "aah."	「アー」といってください。
See above.	前述参照のこと。
Seriously?	本気？
She cried.	彼女は泣いた。
She tried.	彼女は試した。
She tried.	彼女はやってみた。
Sign here.	ここでサインして。
Sit there.	そこにお座り。
Stay away.	近づくな！
Stay away.	どいてろ。
Stay calm.	落ち着いて。
Stay calm.	落ちついて。
Stay calm.	静かにしてなさい。
Step back.	下がって。
Stop that!	やめなさい。
Stop that!	やめろ！
Stop that.	やめなさい。
Stop that.	やめろ！
Take care!	用心しなさい。
Take care!	気を付けてね。
Take care!	お気をつけて。
Take care!	気をつけて！
Take care.	用心しなさい。
Take care.	気を付けてね。
Take care.	お体を大切に。
Take care.	お気をつけて。
Take care.	気をつけて！
Take mine.	私のをどうぞ。
Take this.	これ使って。
Take this.	これにしなよ。
Thank you.	ありがとうございます！
Thank you.	お疲れさまでした。
Thank you.	ありがとう。
That's OK.	それでいいよ。
That's it.	図星です。
That's it.	そういうこと。
They left.	彼らは去った。
They lied.	彼らは嘘をついた。
They lost.	彼らは負けた。
They swam.	彼らは泳いだ。
Time's up.	時間終了。
Tom cooks.	トムは料理する。
Tom cried.	トムは涙を流した。
Tom cried.	トムは泣いていた。
Tom drank.	トムは飲んだ。
Tom drove.	トムは運転した。
Tom knits.	トムは編み物をする。
Tom knows.	トムは知っている。
Tom moved.	トムは動いた。
Tom moved.	トムは引っ越した。
Tom slept.	トムは寝ていた。
Tom slept.	トムは眠っていた。
Tom spoke.	トムは話した。
Tom stood.	トムは立った。
Tom tried.	トムは挑戦した。
Tom tried.	トムはやってみた。
Tom tries.	トムは挑戦する。
Tom waved.	トムは手を振った。
Tom waved.	トムは手をふった。
Try again.	もう１度やってみなさい。
Try again.	もう一度やってみて。
Try again.	もう一回やってみて。
Turn left.	左に曲がって。
Wait here.	ここで待って。
Watch out!	危ない！
Watch out!	気をつけて！
We did it!	成功だ！
We did it.	やった。
We forgot.	忘れた。
We talked.	僕らは話した。
We waited.	僕らは待った。
We're men.	私たちは男です。
We've won!	勝った！
Well done!	お見事！
Well done!	よくやった！
Well done!	上出来！
Well done.	お見事！
Well done.	よくやった！
What's up?	変わりない？
What's up?	何が起こったんだ？
Who cares?	知るもんか。
Who is it?	誰？
Who is it?	どなた？
Who is it?	どなたさまでしょうか。
Who knows?	誰にも分からないよ。
Who'll go?	誰が行くの？
Who's Tom?	トムって誰？
Who's she?	彼女は誰ですか。
Wonderful!	すごいぞ！
Wonderful!	素晴らしい！
Write Tom.	トムに手紙を書きなよ。
All aboard!	ご乗車願います！
Am I clear?	何言っているか分かる？
Am I clear?	私の言ってること、わかります？
Am I fired?	俺、クビですか？
Am I right?	私、正しい？
Am I wrong?	俺は間違っているのか。
Are you OK?	大丈夫ですか？
Are you OK?	大丈夫？
Are you in?	いる?
Be careful!	気をつけて！
Be careful.	用心しなさい。
Be careful.	気を付けてね。
Be careful.	気をつけて！
Be on time.	時間に遅れないで。
Be patient.	辛抱しなさい。
Be serious.	ふざけないで。
Be serious.	真面目におやり。
Birds sing.	鳥は歌います。
Birds sing.	鳥が囀る。
Birds sing.	鳥は鳴く。
Bottoms up!	乾杯！
Can I come?	私も行ってもいい？
Can I help?	手伝おうか。
Can I help?	手伝おうか？
Carry this.	これ運んで。
Choose one.	一つ選んで。
Come again.	また来てね。
Come along.	さあ、一緒に来いよ。
Come along.	いっしょに来なさい。
Come along.	私達と一緒に来なさい。
Come on in!	入っておいでよ。
Come on in!	さあ、入って入って。
Come on in.	入っておいでよ。
Come quick!	早く来い。
Come quick!	早く来なさい。
Come quick!	早くいらっしゃい。
Come quick!	早くおいで。
Cut it out!	やめなさい。
Cut it out!	やめろ！
Cut it out.	いい加減にしろよ。
Cut it out.	いいかげんにして。
Deal me in.	混ぜて。
Definitely!	もちろんだよ！
Definitely!	もちろん！
Did Tom go?	トムは行った？
Did we win?	勝った？
Do come in!	さあどうぞお入りください。
Do come in.	入って。
Do you ski?	スキーは滑る？
Don't come.	来ないで。
Don't look.	見ないで。
Don't move!	動かないで！
Don't move!	じっとして！
Don't move!	動くな！
Don't move.	動かないで！
Don't move.	動かないで。
Don't push.	押すなよ。
Don't talk!	話しかけるな。
Don't talk!	黙っていなさい。
Don't talk.	黙っていなさい。
Don't wait.	待つな。
Eat slowly.	ゆっくり食べて。
Fill it up.	満タンにしてください。
Find a job.	仕事を見つけろ。
Fire burns.	火は燃える。
Follow Tom.	トムに従え。
Forget him.	彼の事は忘れなさい。
Forgive me.	許して。
Forgive us.	お許しを。
Get moving.	さあ行った、行った。
Get to bed.	ベッドへいけ。
Give it up.	諦めろ。
Go on home.	帰りなさい。
Go see Tom.	トムに会ってきて。
Go to work.	仕事に行きなさい。
Go wash up.	洗ってきて。
God exists.	神は存在する。
Good night.	おやすみなさい。
He ate out.	彼は外食した。
He gave in.	彼は降参した。
He gave up.	彼は降参した。
He hung up.	彼は電話を切った。
He is a DJ.	彼はＤＪです。
He is kind.	優しい人です。
He is kind.	いい人です。
He is kind.	彼は親切な人です。
He is lazy.	彼は尻が重い。
He is nice.	彼はいい人です。
He is nice.	いい人です。
He is sick.	彼は病気です。
He made it.	彼は成功した。
He's lying.	彼はうそをついている。
He's lying.	彼は嘘をついている。
He's smart.	利口だね。
He's smart.	彼は頭がいい。
Heat it up.	温めて。
Help me up.	上がるの手伝って。
Help me up.	起き上がるの手伝って。
Help me up.	立ち上がるの手伝って。
Here he is!	あっ、来た来た。
Here it is.	はいどうぞ。
Here it is.	ほら、ここにあるよ。
Here we go.	さあ、行くぞ。
Hey, relax.	落ちつきな。
Hold still.	じっとしてて。
How clever!	賢い！
How lovely!	かわいい！
How tragic!	悲惨！
How's work?	仕事はどう？
How's work?	どう、仕事は？
Hurry back.	急いで戻れ。
Hurry home.	早く家に帰って来なさい。
I admit it.	それは認める。
I am a boy.	僕、男だよ。
I am a man.	俺は人間だ。
I am happy.	私は幸福です。
I am happy.	私は幸せだ。
I am happy.	私は幸せです。
I am tired.	疲れました。
I am tired.	疲れたなあ。
I broke it.	私が壊した。
I built it.	私が作ったんです。
I can sing.	歌える。
I can sing.	歌が歌える。
I can stay.	私は残れます。
I can swim.	私は泳げます。
I can swim.	私は泳ぐことが出来ます。
I can wait.	待てます。
I can walk.	歩ける。
I can't go.	私は行かれません。
I can't go.	私は行けません。
I disagree.	私はそうは思いません。
I disagree.	そうは思いません。
I disagree.	反対
I doubt it.	私はそれを疑った。
I eat here.	ここで食べます。
I eat here.	私はここで食べます。
I envy Tom.	トムが羨ましいよ。
I envy her.	あの子が羨ましい。
I envy her.	羨ましい！
I envy him.	羨ましい！
I envy you.	いいなあ。
I envy you.	羨ましい！
I feel bad.	気分が悪い。
I feel old.	私も年をとったなあ。
I found it.	見つかった。
I found it.	見つけた！
I got busy.	忙しくなった。
I got lost.	道に迷ってしまいました。
I got sick.	悪酔いしました。
I hate Tom.	私はトムが嫌いだ。
I have one.	持っています。
I know Tom.	トムは知っている。
I know her.	彼女を知っている。
I like Tom.	トムは好きだ。
I like Tom.	トムの事は気に入っている。
I like him.	彼が好きです。
I like tea.	私はお茶が好きです。
I like you.	君が好きだ。
I liked it.	気に入りました。
I liked it.	それ、いいね。
I love her.	彼女に恋している。
I love her.	彼女のことが好きだ。
I love her.	彼女のことが大好きです。
I love you.	愛してる。
I love you.	大好きだよ！
I love you.	君が好きだ。
I love you.	私はあなたを愛しています。
I miss Tom.	トムが居たらと思う。
I miss you.	会えなくて淋しい。
I miss you.	君がいなくて寂しいよ。
I must run.	走ったほうがよさそうだ。
I need Tom.	トムが必要だ。
I need Tom.	私にはトムが必要です。
I need you.	君が必要だ。
I need you.	あなたが必要なんです。
I panicked.	パニクったわ。
I promised.	私は約束した。
I think so.	私はそう思います。
I think so.	そう思いますよ。
I think so.	そう思います。
I want you.	君が欲しい。
I was lost.	迷っていた。
I was rude.	私は無礼だった。
I was shot.	撃たれたんです。
I was weak.	私は弱かった。
I will try.	トライします。
I will try.	やってみる。
I work out.	私は運動する。
I work out.	運動します。
I'd accept.	同意すると思うよ。
I'll be OK.	大丈夫です。
I'll do it.	僕がやります。
I'll do it.	私がちゃんとやりますから。
I'll do it.	私がやります。
I'll go in.	私が中に入る。
I'm 30 now.	私は今30歳です。
I'm a twin.	私は双子です。
I'm amused.	楽しんでるよ。
I'm biased.	私は先入観に縛られている。
I'm biased.	私は公平ではない。
I'm coming.	今、行くわ。
I'm coming.	すぐ参ります。
I'm coming.	いま行くよ。
I'm direct.	私は単刀直入なんです。
I'm eating.	今食事中。
I'm for it.	賛成。
I'm honest.	ほんとだってば。
I'm hungry!	おなか空いた！
I'm hungry!	ああ、お腹が空いた。
I'm hungry!	お腹がすいた。
I'm hungry!	腹が減った。
I'm hungry!	お腹が減った。
I'm hungry.	おなか空いた！
I'm hungry.	おなかペコペコだ。
I'm hungry.	お腹が減った。
I'm joking.	冗談だよ。
I'm lonely.	淋しいです。
I'm pooped.	疲れたなあ。
I'm scared.	私、怖い！
I'm single.	独身です。
I'm sleepy!	眠い！
I'm sleepy.	眠い！
I'm sleepy.	あー、眠い。
I'm so fat.	僕はすごく太ってる。
I'm twelve.	12歳です。
I've eaten.	食べた
Ignore Tom.	トムのことなど気にするな。
Is Tom mad?	トム怒ってるかな？
Is he busy?	彼は忙しいですか。
Is he tall?	彼は背が高いですか。
Is it free?	無料なのですか。
Is it free?	ただなの？
Is it true?	それ本当？
Is that so?	そうなんですか？
Is that so?	そうなの？
It happens.	よくあることだよ。
It is cold.	寒っ！
It's empty.	空っぽだ。
It's funny.	変なの！
It's my CD.	俺のＣＤじゃねえか。
It's my CD.	それは私のCDです。
It's on me.	僕のおごりですよ。
It's on me.	私のおごりだ。
It's weird.	妙だな。
It's weird.	気色悪いー！
It's windy.	風が強いな。
Just do it.	いいからやれよ。
Just relax.	とにかく落ち着いて。
Keep going.	そのまま続けて。
Keep it up!	その調子で続けて。
Keep it up.	その調子でがんばって。
Keep quiet!	静かにしていなさい。
Keep quiet.	静かにしていなさい。
Keep still.	じっとしてて。
Lean on me.	寄りかかっていいよ。
Lean on me.	当てにしていいよ。
Let Tom in.	トムを入れてあげて。
Let him in.	中に入れてあげて。
Let him in.	お入り頂きなさい。
Let him in.	中に入ってもらって。
Let me die.	死なせてくれ。
Let me out!	出してくれ。
Let me out.	出してくれ。
Let me pay.	払わせてください。
Let me pay.	私が払いましょう。
Let me see.	見せて。
Let me see.	どれどれ。
Let me try.	私にやらせて。
Let's pray.	お祈りしましょう。
Let's sing.	さあ歌おう。
Let's swim.	さあ泳ごう。
Lighten up.	気楽にいけよ。
Look at it.	これ見て。
Look at me.	私を見なさい。
Look at me.	私を見て。
Never mind!	心配するな。
Never mind!	気にするな。
Never mind!	何でもない。
No problem!	問題ないよ。
No problem!	大丈夫ですよ。
No problem.	問題ないよ。
No problem.	大丈夫ですよ。
No problem.	了解。
No problem.	問題なし。
Once again.	もう一回。
Please sit.	座りなよ。
Quiet down.	お静かに。
Say cheese.	はい、チーズ。
Say please.	「お願い」って言えよ。
Say please.	やって欲しいなら、頼めよ。
She smiled.	彼女はにっこり笑った。
She smiled.	彼女は微笑みました。
Sing along.	さあ、みんなで歌いましょう。
Stand back!	下がってろ！
Stay awake.	眠っちゃダメ。
Stay quiet.	黙ってて。
Stay still.	じっとしてて。
Stay there.	そこにいて。
Step aside.	ちょっとどいて。
Study hard.	しっかり勉強して下さい。
Take a bus.	バスに乗りなさい。
Talk to me!	話してよ！
Talk to me!	話せよ！
That hurts.	痛いです。
That hurts.	痛い。
That's new.	それは新しいです。
They tried.	彼らは挑戦した。
This is it.	さあ、着きましたよ。
This is it.	これで最後だ。
This is it.	以上です。
This is it.	これで決まりだ。
This is it.	これだよ。
This is it.	これなんです。
This works.	これは効くわ。
This'll do.	これでもいいや。
Time flies.	時のたつのは早いものだ。
Time is up.	時間終了。
Time is up.	はい、そこまで。
Tom agreed.	トムは賛成した。
Tom agrees.	トムは賛成する。
Tom ate it.	トムはそれを食べた。
Tom danced.	トムは踊った。
Tom drinks.	トムはお酒を飲む。
Tom drives.	トムは車を運転します。
Tom failed.	トムは失敗した。
Tom forgot.	トムは忘れた。
Tom fought.	トムは喧嘩した。
Tom fought.	トムは闘った。
Tom helped.	トムは手伝った。
Tom is mad.	トムは狂ってる。
Tom is new.	トムは新人だ。
